Index,Temperature
198,9.798060752392
199,4.961736921110
200,49.517314711079
201,49.448767374363
202,49.241380192279
203,48.889879351587
204,48.385349356096
205,47.715051608988
206,46.862188124392
207,45.805635951449
208,44.519698100268
209,42.973949412806
210,41.133306304778
211,38.958523047417
212,36.407416539312
213,33.437237921976
214,30.008709001273
215,26.092241038130
216,21.676593906900
217,16.779479783649
218,11.458159040350
219,5.816063095901
220,54.683637390250
221,54.615765722123
222,54.410277499467
223,54.061495921045
224,53.559768997581
225,52.891183740289
226,52.037169315551
227,50.974000325685
228,49.672228518534
229,48.096104059045
230,46.203106028881
231,43.943800195941
232,41.262397278810
233,38.098609721157
234,34.391687737973
235,30.087774124806
236,25.151716915162
237,19.583728498817
238,13.439032529457
239,6.844356422144
240,59.985703405675
241,59.920380624411
242,59.722468162423
243,59.386057835543
244,58.901046972894
245,58.252745039038
246,57.421305071838
247,56.380967517204
248,55.099111589140
249,53.535132275958
250,51.639213555761
251,49.351174428656
252,46.599762658831
253,43.303115945869
254,39.371658104656
255,34.715450807960
256,29.258771130126
257,22.964684767000
258,15.869886156516
259,8.122330063217
260,65.418414983629
261,65.357585207424
262,65.173156690269
263,64.859220285812
264,64.405616019412
265,63.797444371130
266,63.014338415560
267,62.029453082152
268,60.808118044865
269,59.306099899885
270,57.467441489548
271,55.221921304090
272,52.482362981989
273,49.142433298833
274,45.076377926822
275,40.143599872251
276,34.203232030383
277,27.146353282541
278,18.953497266392
279,9.775077674207
280,70.972786113994
281,70.918388531385
282,70.753353105417
283,70.472050598024
284,70.064752447814
285,69.517078010511
286,68.809151137119
287,67.914388350981
288,66.797807608281
289,65.413707789171
290,63.702531198457
291,61.586706316168
292,58.965334666203
293,55.707876340650
294,51.647820431547
295,46.579338723839
296,40.264203836615
297,32.463999066387
298,23.022671952304
299,12.024483367220
300,76.635952409575
301,76.589829698708
302,76.449816601988
303,76.210876553054
304,75.864265163308
305,75.396964085979
306,74.790799771426
307,74.021141576370
308,73.055016248108
309,71.848392450059
310,70.342269198940
311,68.457038095922
312,66.084393026005
313,63.075916966018
314,59.227688734878
315,54.261730754943
316,47.810245525850
317,39.422767194088
318,28.648708109217
319,15.300183842368
320,82.391364126890
321,82.355161251883
322,82.245207050774
323,82.057373848894
324,81.784467566386
325,81.415713398672
326,80.935942286234
327,80.324361934965
328,79.552723357720
329,78.582576564020
330,77.361115051321
331,75.814783842575
332,73.839282375878
333,71.283709762538
334,67.925286787004
335,63.429650035204
336,57.292280317756
337,48.768116074897
338,36.849209448109
339,20.527543893036
340,88.219181594218
341,88.194244131161
342,88.118476500331
343,87.988944225363
344,87.800517854670
345,87.545479656090
346,87.212894039874
347,86.787640519537
348,86.248938683788
349,85.568075396978
350,84.704830599750
351,83.601699847178
352,82.174242872394
353,80.294352921253
354,77.760098615396
355,74.239302281112
356,69.161109635072
357,61.508207339636
358,49.452469715286
359,29.960782281668
360,94.096873987660
361,94.084157178212
362,94.045510594025
363,93.979408697558
364,93.883179970842
365,93.752793331142
366,93.582513697634
367,93.364367419522
368,93.087315460916
369,92.735955740355
370,92.288432103524
371,91.712942073993
372,90.961636345268
373,89.959360434684
374,88.581452472214
375,86.606350838778
376,83.604648601784
377,78.651133933288
378,69.491679791731
379,49.863115518350
